,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
1351,Jiang Bin,Jiang,jiang-bin,jiang-bin,-116.646,55.0,acoustic components,Technology,M,China,1639104902515,,,9253.439,266.0,266.0,//specials-images.forbesimg.com/imageserve/5c78388f31358e35dd279c6e/416x416.jpg?background=000000&cropX1=188&cropX2=1422&cropY1=234&cropY2=1467,628.0,616.0,3200.0,,,,
1352,"Rupert Johnson, Jr.",Johnson,rupert-johnson-jr,no-pic,-9.275,81.0,money management,Finance & Investments,M,United States,1639104902515,CA,California,4871.676,638.0,638.0,//specials-images.forbesimg.com/imageserve/57e0693fa7ea430a8a1a0744/416x416.jpg?background=000000&cropX1=0&cropX2=692&cropY1=55&cropY2=748,629.0,616.0,3200.0,"Vice Chairman and Director, Franklin Resources",False,,
1353,Daryl Katz,Katz,daryl-katz,daryl-katz,-1.444,60.0,pharmacies,Diversified,M,Canada,1639104902515,,,3596.37,914.0,914.0,//specials-images.forbesimg.com/imageserve/5e74426b2a573300068fcd58/416x416.jpg?background=000000&cropX1=197&cropX2=2229&cropY1=189&cropY2=2221,630.0,616.0,3200.0,"Chairman, Rexall Health",False,,
1354,Ken Langone,Langone,ken-langone,no-pic,-3.694,86.0,investments,Finance & Investments,M,United States,1639104902515,NY,New York,6808.308,420.0,420.0,https://specials-images.forbesimg.com/imageserve/5f497ada09427da3f7707f50/416x416.jpg?background=000000&cropX1=1020&cropX2=2530&cropY1=718&cropY2=2227,631.0,616.0,3200.0,,,,
1355,Guenther Lehmann,Lehmann,guenther-lehmann,no-pic,,,drugstores,Fashion & Retail,M,Germany,1587679098497,,,,,,,632.0,616.0,3200.0,,,,
1356,James Leprino,Leprino,james-leprino,no-pic,0.0,84.0,cheese,Food & Beverage,M,United States,1639104902515,CO,Colorado,3366.555,983.0,983.0,,633.0,616.0,3200.0,"Chairman, Leprino Foods",False,,
1357,Li Haiyan,Li,li-haiyan,no-pic-female,-7.373,,restaurants,Food & Beverage,F,China,1639104902515,,,2243.278,1485.0,1485.0,,634.0,616.0,3200.0,,,,
1358,Ronald McAulay,McAulay,ronald-mcaulay,no-pic,1.627,86.0,energy,Energy,M,Hong Kong,1639104902515,,,3246.789,1015.0,1015.0,//specials-images.forbesimg.com/imageserve/5e3b32b73dcf0d0006b852b8/416x416.jpg?background=000000&cropX1=0&cropX2=352&cropY1=26&cropY2=378,635.0,616.0,3200.0,,,,
1359,Masahiro Miki,Miki,masahiro-miki,masahiro-miki,-49.764,66.0,shoes,Fashion & Retail,M,Japan,1639104902515,,,3204.723,1033.0,1033.0,//specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374,636.0,616.0,3200.0,,,,
1360,John Morris,Morris,john-morris,john-morris,0.0,73.0,sporting goods retail,Fashion & Retail,M,United States,1639104902515,MO,Missouri,7086.084,403.0,403.0,//specials-images.forbesimg.com/imageserve/5d8adeb06de3150009a506bf/416x416.jpg?background=000000&cropX1=0&cropX2=1334&cropY1=383&cropY2=1717,637.0,616.0,3200.0,,,,
1361,Hans Georg Naeder,Naeder,hans-georg-naeder,hans-georg-naeder,0.0,60.0,prosthetics,Manufacturing,M,Germany,1639104902515,,,3745.467,866.0,866.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,638.0,616.0,3200.0,,,,
1362,Paolo & Gianfelice Mario Rocca,Rocca,paolo-gianfelice-mario-rocca,paolo-gianfelice-mario-rocca,4.476,,pipe manufacturing,Metals & Mining,M,Italy,1639104902515,,,3777.766,856.0,856.0,//specials-images.forbesimg.com/imageserve/5e76d95d10380d0006fbb85f/416x416.jpg?background=000000&cropX1=1262&cropX2=3189&cropY1=0&cropY2=1926,639.0,616.0,3200.0,,,,
1363,Marc Rowan,Rowan,marc-rowan,marc-rowan,-20.048,59.0,private equity,Finance & Investments,M,United States,1639104902515,NY,New York,5025.542,605.0,605.0,//specials-images.forbesimg.com/imageserve/55fac5fde4b0ffa7afe4af8c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=121&cropY2=865,640.0,616.0,3200.0,,,,
1364,Yitzhak Tshuva,Tshuva,yitzhak-tshuva,yitzhak-tshuva,-6.823,73.0,real estate,Real Estate,M,Israel,1639104902515,,,3610.938,912.0,912.0,//specials-images.forbesimg.com/imageserve/5c70c47831358e35dd26ecba/416x416.jpg?background=000000&cropX1=2&cropX2=932&cropY1=7&cropY2=936,641.0,616.0,3200.0,,,,
1365,Tung Chee Chen,Tung,tung-chee-chen,tung-chee-chen,-11.58,78.0,shipping,Logistics,M,Hong Kong,1639104902515,,,3327.632,991.0,991.0,https://specials-images.forbesimg.com/imageserve/60de2bb296d80f8963446fdb/416x416.jpg?background=000000&cropX1=676&cropX2=2250&cropY1=0&cropY2=1575,642.0,616.0,3200.0,,,,
1366,Chip Wilson,Wilson,chip-wilson,chip-wilson,-87.036,64.0,Lululemon,Fashion & Retail,M,Canada,1639104902515,,,6104.993,483.0,483.0,//specials-images.forbesimg.com/imageserve/5e7b95cd9f46de0006e492bd/416x416.jpg?background=000000&cropX1=1740&cropX2=3369&cropY1=1886&cropY2=3515,643.0,616.0,3200.0,"Chairman, Lululemon",False,,
1367,Xu Jingren,Xu,xu-jingren,xu-jingren,0.0,77.0,pharmaceuticals,Healthcare,M,China,1639104902515,,,4134.007,774.0,774.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,644.0,616.0,3200.0,,,,
1368,Denise York,York,denise-york,denise-york,0.0,71.0,San Francisco 49ers,Sports,F,United States,1639104902515,OH,Ohio,3972.88,812.0,812.0,//specials-images.forbesimg.com/imageserve/5d890b8522254b0008e134fc/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=243&cropY2=1743,645.0,616.0,3200.0,"Co-Chairman, San Francisco 49ers",False,,
1369,Zhan Micree,Zhan,zhan-micree,no-pic,,42.0,Cryptocurrency mining chips,Technology,M,China,1604523184021,,,,,,//specials-images.forbesimg.com/imageserve/5bcfb4614bbe6f78bda5a0ea/416x416.jpg?background=000000&cropX1=2856&cropX2=4886&cropY1=609&cropY2=2637,646.0,616.0,3200.0,,,,
1370,Zhang Wenzhong,Zhang,zhang-wenzhong,no-pic,0.0,59.0,supermarkets,Fashion & Retail,M,China,1639104902515,,,4016.054,797.0,797.0,https://specials-images.forbesimg.com/imageserve/5a7d249b4bbe6f2652f51279/416x416.jpg?background=000000&cropX1=0&cropX2=1146&cropY1=110&cropY2=1256,647.0,616.0,3200.0,,,,
1371,Anil Agarwal,Agarwal,anil-agarwal,anil-agarwal,119.487,68.0,"mining, metals",Metals & Mining,M,India,1639104902515,,,3897.67,828.0,828.0,//specials-images.forbesimg.com/imageserve/5bad4b4ba7ea4342a948e153/416x416.jpg?background=000000&cropX1=1474&cropX2=3554&cropY1=126&cropY2=2207,648.0,648.0,3100.0,,,,
1372,Igor Altushkin,Altushkin,igor-altushkin,igor-altushkin,0.0,51.0,metals,Metals & Mining,M,Russia,1639104902515,,,6387.469,463.0,463.0,//specials-images.forbesimg.com/imageserve/5e777d9cc7b02d000666d7b3/416x416.jpg?background=000000&cropX1=594&cropX2=3031&cropY1=64&cropY2=2500,649.0,648.0,3100.0,,,,
1373,Alain Bouchard,Bouchard,alain-bouchard,alain-bouchard,,72.0,retail,Fashion & Retail,M,Canada,1618596086657,,,,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,650.0,648.0,3100.0,"Chairman and CEO, Alimentation Couche Tard Inc. Cl A",False,,
1374,Dmitry Bukhman,Bukhman,dmitry-bukhman-1,no-pic,0.0,36.0,online games,Media & Entertainment,M,Russia,1639104902515,,,7861.0,348.0,348.0,//specials-images.forbesimg.com/imageserve/5e77f0e6c7b02d000666e1b2/416x416.jpg?background=000000&cropX1=64&cropX2=671&cropY1=19&cropY2=626,651.0,648.0,3100.0,,,,
1375,Igor Bukhman,Bukhman,igor-bukhman,no-pic,0.0,39.0,online games,Media & Entertainment,M,Russia,1639104902515,,,7861.0,348.0,349.0,//specials-images.forbesimg.com/imageserve/5e77f299c7b02d000666e1c1/416x416.jpg?background=000000&cropX1=120&cropX2=674&cropY1=41&cropY2=595,652.0,648.0,3100.0,,,,
1376,John Paul DeJoria,DeJoria,john-paul-dejoria,john-paul-dejoria,0.0,77.0,"hair products, tequila",Fashion & Retail,M,United States,1639104902515,TX,Texas,2750.55,1216.0,1216.0,https://specials-images.forbesimg.com/imageserve/5f493024ddb201935c58e43a/416x416.jpg?background=000000&cropX1=501&cropX2=2800&cropY1=307&cropY2=2606,653.0,648.0,3100.0,,,,
1377,Gustavo Denegri,Denegri,gustavo-denegri,gustavo-denegri,86.976,84.0,biotech,Healthcare,M,Italy,1639104902515,,,5310.345,571.0,571.0,//specials-images.forbesimg.com/imageserve/6dc3c89409cd980592f213524b3184bb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768,654.0,648.0,3100.0,,,,
1378,Bernard Ecclestone,Ecclestone,bernard-ecclestone,bernard-ecclestone,0.0,91.0,Formula One,Sports,M,United Kingdom,1639104902515,,,3273.521,1009.0,1009.0,//specials-images.forbesimg.com/imageserve/5e77ec33c7b02d000666e172/416x416.jpg?background=000000&cropX1=959&cropX2=4277&cropY1=0&cropY2=3316,655.0,648.0,3100.0,,,,
1379,Allan Goldman,Goldman,allan-goldman,no-pic,0.0,78.0,real estate,Real Estate,M,United States,1639104902515,NY,New York,2787.82,1196.0,1196.0,,656.0,648.0,3100.0,,,,
1380,Jane Goldman,Goldman,jane-goldman,no-pic-female,0.0,66.0,real estate,Real Estate,F,United States,1639104902515,NY,New York,2896.27,1137.0,1137.0,//specials-images.forbesimg.com/imageserve/57e1169431358e16c589bb3f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800,657.0,648.0,3100.0,,,,
1381,Amy Goldman Fowler,Goldman Fowler,amy-goldman-fowler,no-pic-female,0.0,67.0,real estate,Real Estate,F,United States,1639104902515,NY,New York,2821.22,1169.0,1169.0,//specials-images.forbesimg.com/imageserve/5d8aeda16de3150009a507e4/416x416.jpg?background=000000&cropX1=23&cropX2=875&cropY1=37&cropY2=890,658.0,648.0,3100.0,,,,
1382,Thomas Hagen,Hagen,thomas-hagen,no-pic,-91.704,85.0,insurance,Finance & Investments,M,United States,1639104902515,PA,Pennsylvania,3558.805,932.0,932.0,,659.0,648.0,3100.0,,,,
1383,Don Hankey,Hankey,don-hankey,don-hankey,0.0,78.0,auto loans,Finance & Investments,M,United States,1639104902515,CA,California,5538.0,542.0,542.0,//specials-images.forbesimg.com/imageserve/5d8af98622254b0008e166c7/416x416.jpg?background=000000&cropX1=2722&cropX2=4120&cropY1=980&cropY2=2377,660.0,648.0,3100.0,"Chairman, Hankey Group",False,,
1384,Peter Hargreaves,Hargreaves,peter-hargreaves,peter-hargreaves,-7.944,75.0,financial services,Finance & Investments,M,United Kingdom,1639104902515,,,3695.247,886.0,886.0,//specials-images.forbesimg.com/imageserve/58a0d206a7ea431f32195a58/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745,661.0,648.0,3100.0,,,,
1385,Huang Li,Huang,huang-li-1,huang-li-1,-2.315,58.0,imaging systems,Technology,M,China,1639104902515,,,6024.621,492.0,492.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,662.0,648.0,3100.0,,,,
1386,Erman Ilicak,Ilicak,erman-ilicak,erman-ilicak,0.0,54.0,construction,Construction & Engineering,M,Turkey,1639104902515,,,2541.83,1335.0,1335.0,//specials-images.forbesimg.com/imageserve/5e77e041c7b02d000666e08f/416x416.jpg?background=000000&cropX1=1180&cropX2=2828&cropY1=33&cropY2=1679,663.0,648.0,3100.0,,,,
1387,Masatoshi Ito,Ito,masatoshi-ito,masatoshi-ito,-13.542,97.0,retail,Fashion & Retail,M,Japan,1639104902515,,,4341.277,732.0,732.0,//specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,664.0,648.0,3100.0,,,,
1388,Diane Kemper,Kemper,diane-kemper,no-pic-female,0.0,76.0,real estate,Real Estate,F,United States,1639104902515,NY,New York,2795.82,1192.0,1192.0,,665.0,648.0,3100.0,,,,
1389,Karel Komarek,Komarek,karel-komarek,karel-komarek,0.0,52.0,"oil and gas, IT, lotteries",Gambling & Casinos,M,Czechia,1639104902515,,,5265.939,577.0,577.0,//specials-images.forbesimg.com/imageserve/5c755fe44bbe6f43b0c5cea2/416x416.jpg?background=000000&cropX1=0&cropX2=2366&cropY1=98&cropY2=2465,666.0,648.0,3100.0,,,,
1390,Lu Xiangyang,Lu,lu-xiangyang,lu-xiangyang,-136.963,58.0,"automobiles, batteries",Automotive,M,China,1639104902515,,,19802.936,97.0,97.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,667.0,648.0,3100.0,,,,
1391,Daniel Och,Och,daniel-och,daniel-och,-5.248,60.0,hedge funds,Finance & Investments,M,United States,1639104902515,NY,New York,4156.847,770.0,770.0,//specials-images.forbesimg.com/imageserve/5a8daa3031358e4955adf53f/416x416.jpg?background=000000&cropX1=763&cropX2=2954&cropY1=31&cropY2=2222,668.0,648.0,3100.0,"Founder, Och-Ziff Capital Management",False,,
1392,Park Yeon-cha,Park,park-yeon-cha,no-pic,,76.0,sneakers,Manufacturing,M,South Korea,1607976808971,,,,,,//specials-images.forbesimg.com/imageserve/5d246dcc142c500008c8956d/416x416.jpg?background=000000&cropX1=7&cropX2=436&cropY1=55&cropY2=484,669.0,648.0,3100.0,,,,
1393,Karsanbhai Patel,Patel,karsanbhai-patel,karsanbhai-patel,50.767,77.0,consumer goods,Diversified,M,India,1639104902515,,,3734.479,872.0,872.0,//specials-images.forbesimg.com/imageserve/5c79a9284bbe6f0e1f1f6878/416x416.jpg?background=000000&cropX1=1022&cropX2=2137&cropY1=280&cropY2=1396,670.0,648.0,3100.0,,,,
1394,Thomas Pritzker,Pritzker,thomas-pritzker,thomas-pritzker,9.202,71.0,"hotels, investments",Finance & Investments,M,United States,1639104902515,IL,Illinois,4865.169,640.0,640.0,//specials-images.forbesimg.com/imageserve/5d8ad63e22254b0008e164cc/416x416.jpg?background=000000&cropX1=15&cropX2=1538&cropY1=54&cropY2=1577,671.0,648.0,3100.0,"Executive Chairman, Hyatt Hotels",False,,
1395,Nicolas Puech,Puech,nicolas-puech,nicolas-puech,91.044,78.0,Hermes,Fashion & Retail,M,France,1639104902515,,,9555.46,253.0,253.0,//specials-images.forbesimg.com/imageserve/56c7bbe1e4b062f6b59a23c5/416x416.jpg?background=000000&cropX1=85&cropX2=525&cropY1=127&cropY2=567,672.0,648.0,3100.0,,,,
1396,"Edward Roski, Jr.",Roski,edward-roski-jr,edward-roski-jr,0.0,82.0,real estate,Real Estate,M,United States,1639104902515,CA,California,6329.978,466.0,466.0,//specials-images.forbesimg.com/imageserve/5d8a8d0d6de3150009a50173/416x416.jpg?background=000000&cropX1=172&cropX2=1281&cropY1=94&cropY2=1204,673.0,648.0,3100.0,"President and Chairman, Majestic Realty, Co.",False,,
1397,John Sall,Sall,john-sall,john-sall,0.0,73.0,software,Technology,M,United States,1639104902515,NC,North Carolina,4425.409,718.0,718.0,//specials-images.forbesimg.com/imageserve/5d8ae5cb22254b0008e165ca/416x416.jpg?background=000000&cropX1=189&cropX2=1865&cropY1=34&cropY2=1709,674.0,648.0,3100.0,"Co-Founder, Executive Vice President, SAS Institute",False,,
1398,Chairul Tanjung,Tanjung,chairul-tanjung,chairul-tanjung,41.194,59.0,diversified,Diversified,M,Indonesia,1639104902515,,,5768.966,517.0,517.0,https://specials-images.forbesimg.com/imageserve/61af95dca83f7a9c8de9f3db/416x416.jpg?background=000000&cropX1=295&cropX2=1484&cropY1=206&cropY2=1395,675.0,648.0,3100.0,,,,
1399,Abhay Vakil,Vakil,abhay-vakil,abhay-vakil,,71.0,Paints,Manufacturing,M,India,1617122634169,,,,,,https://specials-images.forbesimg.com/imageserve/6157635dd988af4f81235c55/416x416.jpg?background=000000&cropX1=0&cropX2=1967&cropY1=284&cropY2=2252,676.0,648.0,3100.0,,,,
1400,Wu Zhigang,Wu,wu-zhigang,no-pic,49.995,86.0,bakery chain,Food & Beverage,M,China,1639104902515,,,3456.657,956.0,956.0,,677.0,648.0,3100.0,,,,
1401,Steve Wynn,Wynn,steve-wynn,steve-wynn,0.0,79.0,"casinos, hotels",Gambling & Casinos,M,United States,1639104902515,NV,Nevada,3331.0,990.0,990.0,https://specials-images.forbesimg.com/imageserve/5f492f19b83ec6ab5858e438/416x416.jpg?background=000000&cropX1=777&cropX2=3114&cropY1=80&cropY2=2418,678.0,648.0,3100.0,"Cofounder, Wynn Resorts",False,,
1402,Yi Zheng,Yi,yi-zheng,no-pic,-11.271,51.0,software,Technology,M,China,1639104902515,,,4081.022,782.0,782.0,,679.0,648.0,3100.0,,,,
1403,Carl Bennet,Bennet,carl-bennet,no-pic,96.278,70.0,investments,Finance & Investments,M,Sweden,1639104902515,,,10521.793,222.0,222.0,//specials-images.forbesimg.com/imageserve/5e77c36f10380d0006fbc5ec/416x416.jpg?background=000000&cropX1=560&cropX2=2262&cropY1=63&cropY2=1766,680.0,680.0,3000.0,,,,
1404,Martin & Olivier Bouygues,Bouygues,martin-olivier-bouygues,martin-olivier-bouygues,-15.519,,"construction, media",Construction & Engineering,M,France,1639104902515,,,3979.154,811.0,811.0,//specials-images.forbesimg.com/imageserve/5e75a1c710380d0006fba9c6/416x416.jpg?background=000000&cropX1=636&cropX2=2901&cropY1=289&cropY2=2555,681.0,680.0,3000.0,,,,
1405,Orlando Bravo,Bravo,orlando-bravo,no-pic,0.0,51.0,private equity,Finance & Investments,M,United States,1639104902515,CA,California,6313.0,468.0,468.0,//specials-images.forbesimg.com/imageserve/5e8b9e3c89bd6e00073cbda2/416x416.jpg?background=000000&cropX1=0&cropX2=4800&cropY1=549&cropY2=5349,682.0,680.0,3000.0,,,,
1406,John Brown,Brown,john-brown,john-brown,-14.812,87.0,medical equipment,Healthcare,M,United States,1639104902515,GA,Georgia,5615.968,529.0,529.0,//specials-images.forbesimg.com/imageserve/5b7570b5a32f0129b2a24f38d50637f6/416x416.jpg?background=000000&cropX1=65&cropX2=345&cropY1=0&cropY2=280,683.0,680.0,3000.0,,,,
1407,Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,no-pic,31.663,82.0,coffee makers,Fashion & Retail,M,Italy,1639104902515,,,4942.657,625.0,625.0,//specials-images.forbesimg.com/imageserve/5c70d0534bbe6f79c547410d/416x416.jpg?background=000000&cropX1=6&cropX2=800&cropY1=13&cropY2=808,684.0,680.0,3000.0,,,,
1408,Rafael Del Pino,Del Pino,rafael-del-pino-1,no-pic,-28.622,63.0,construction,Construction & Engineering,M,Spain,1639104902515,,,4570.024,695.0,695.0,//specials-images.forbesimg.com/imageserve/5c720d0d4bbe6f51818ab7e5/416x416.jpg?background=000000&cropX1=206&cropX2=2875&cropY1=0&cropY2=2667,685.0,680.0,3000.0,,,,
1409,Barry Diller,Diller,barry-diller,barry-diller,-64.762,79.0,online media,Media & Entertainment,M,United States,1639104902515,NY,New York,5019.971,608.0,608.0,https://specials-images.forbesimg.com/imageserve/5f4978612579aa24ec628b58/416x416.jpg?background=000000&cropX1=386&cropX2=4439&cropY1=1209&cropY2=5263,686.0,680.0,3000.0,,,,
1410,Bennett Dorrance,Dorrance,bennett-dorrance,bennett-dorrance,14.639,75.0,Campbell Soup,Food & Beverage,M,United States,1639104902515,AZ,Arizona,2840.63,1160.0,1160.0,//specials-images.forbesimg.com/imageserve/2a96ddbe76c1eeed78fcd008987e09e8/416x416.jpg?background=000000&cropX1=58&cropX2=689&cropY1=132&cropY2=764,687.0,680.0,3000.0,,,,
1411,Fang Wei,Fang,fang-wei,no-pic,-128.883,48.0,steel,Manufacturing,M,China,1639104902515,,,5067.287,600.0,600.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,688.0,680.0,3000.0,,,,
1412,Piero Ferrari,Ferrari,piero-ferrari,piero-ferrari,-128.857,76.0,automobiles,Automotive,M,Italy,1639104902515,,,5457.57,552.0,552.0,//specials-images.forbesimg.com/imageserve/5e76d9e2d8e1ae0007b7266c/416x416.jpg?background=000000&cropX1=1231&cropX2=4241&cropY1=0&cropY2=3008,689.0,680.0,3000.0,,,,
1413,Fu Liquan,Fu,fu-liquan,no-pic,16.561,54.0,surveillance equipment,Technology,M,China,1639104902515,,,4597.429,691.0,691.0,//specials-images.forbesimg.com/imageserve/5a7cb12931358e4955acf6aa/416x416.jpg?background=000000&cropX1=5&cropX2=2500&cropY1=621&cropY2=3117,690.0,680.0,3000.0,,,,
1414,Christian Haub,Haub,christian-haub,no-pic,0.0,57.0,retail,Fashion & Retail,M,Germany,1639104902515,CT,Connecticut,2816.695,1175.0,1175.0,//specials-images.forbesimg.com/imageserve/5c702e7531358e35dd26de18/416x416.jpg?background=000000&cropX1=259&cropX2=1004&cropY1=8&cropY2=753,691.0,680.0,3000.0,,,,
1415,Heidi Horten,Horten,heidi-horten,heidi-horten,0.0,80.0,retail,Fashion & Retail,F,Austria,1639104902515,,,3089.666,1070.0,1070.0,https://specials-images.forbesimg.com/imageserve/5c6cb657a7ea437e33f37579/416x416.jpg?background=000000&cropX1=375&cropX2=2931&cropY1=306&cropY2=2863,692.0,680.0,3000.0,,,,
1416,James Irsay,Irsay,james-irsay,james-irsay,0.0,62.0,Indianapolis Colts,Sports,M,United States,1639104902515,IN,Indiana,3467.5,954.0,954.0,//specials-images.forbesimg.com/imageserve/5d8afd1522254b0008e16723/416x416.jpg?background=000000&cropX1=258&cropX2=2186&cropY1=65&cropY2=1991,693.0,680.0,3000.0,"CEO, Indianapolis Colts",False,,
1417,Thai Lee,Lee,thai-lee,thai-lee,-1.196,63.0,IT provider,Technology,F,United States,1639104902515,TX,Texas,4063.117,787.0,787.0,//specials-images.forbesimg.com/imageserve/5d8afd6822254b0008e1672a/416x416.jpg?background=000000&cropX1=49&cropX2=3453&cropY1=938&cropY2=4345,694.0,680.0,3000.0,,,,
1418,Angela Leong,Leong,angela-leong,angela-leong,-14.531,60.0,casinos,Real Estate,F,Hong Kong,1639104902515,,,2950.409,1113.0,1113.0,https://specials-images.forbesimg.com/imageserve/5c5b59fc31358e2a162e7787/416x416.jpg?background=000000&cropX1=116&cropX2=983&cropY1=61&cropY2=928,695.0,680.0,3000.0,,,,
1419,Li Liufa,Li,li-liufa,li-liufa,39.786,64.0,"steel, diversified",Diversified,M,China,1639104902515,,,2746.464,1219.0,1219.0,//specials-images.forbesimg.com/imageserve/5c6e95414bbe6f2fbddc4d0a/416x416.jpg?background=000000&cropX1=1343&cropX2=3700&cropY1=11&cropY2=2369,696.0,680.0,3000.0,,,,
1420,Joseph Liemandt,Liemandt,joseph-liemandt,no-pic,-0.981,53.0,software,Technology,M,United States,1639104902515,TX,Texas,2969.43,1103.0,1103.0,//specials-images.forbesimg.com/imageserve/5d8afe6218444200084e73b1/416x416.jpg?background=000000&cropX1=73&cropX2=741&cropY1=48&cropY2=716,697.0,680.0,3000.0,,,,
1421,Tobi Lutke,Lutke,tobi-lutke,no-pic,-210.474,41.0,e-commerce,Technology,M,Canada,1639104902515,,,12776.966,170.0,170.0,//specials-images.forbesimg.com/imageserve/5e744ae22a573300068fcdac/416x416.jpg?background=000000&cropX1=1240&cropX2=2731&cropY1=537&cropY2=2029,698.0,680.0,3000.0,,,,
1422,Gwendolyn Sontheim Meyer,Meyer,gwendolyn-sontheim-meyer,no-pic-female,0.0,60.0,Cargill,Food & Beverage,F,United States,1639104902515,CA,California,5099.348,598.0,598.0,,699.0,680.0,3000.0,,,,
1423,Benjamin Zhengmin Pan,Pan,benjamin-zhengmin-pan,no-pic,12.705,52.0,electronics,Technology,M,China,1639104902515,,,2818.582,1173.0,1173.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,700.0,680.0,3000.0,,,,
1424,Carrie Perrodo,Perrodo,carrie-perrodo,carrie-perrodo,0.0,70.0,oil,Energy,F,France,1639104902515,,,6858.48,417.0,417.0,//specials-images.forbesimg.com/imageserve/5ed4563bce65aef57ded29dc3a87eea7/416x416.jpg?background=000000&cropX1=2&cropX2=709&cropY1=5&cropY2=712,701.0,680.0,3000.0,,,,
1425,Ira Rennert,Rennert,ira-rennert,ira-rennert,0.0,87.0,investments,Finance & Investments,M,United States,1639104902515,NY,New York,3737.0,871.0,871.0,//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710,702.0,680.0,3000.0,,,,
1426,Naguib Sawiris,Sawiris,naguib-sawiris,naguib-sawiris,-0.433,67.0,telecom,Telecom,M,Egypt,1639104902515,,,3138.127,1060.0,1060.0,//specials-images.forbesimg.com/imageserve/5e75940510380d0006fba943/416x416.jpg?background=000000&cropX1=1248&cropX2=3468&cropY1=87&cropY2=2305,703.0,680.0,3000.0,,,,
1427,Howard Schultz,Schultz,howard-schultz,howard-schultz,-26.068,68.0,Starbucks,Food & Beverage,M,United States,1639104902515,WA,Washington,4924.997,627.0,627.0,//specials-images.forbesimg.com/imageserve/5d8bbe586de3150009a51b00/416x416.jpg?background=000000&cropX1=779&cropX2=1928&cropY1=1929&cropY2=3079,704.0,680.0,3000.0,,,,
1428,Thomas Secunda,Secunda,thomas-secunda,thomas-secunda,0.0,67.0,Bloomberg LP,Media & Entertainment,M,United States,1639104902515,NY,New York,3627.0,909.0,909.0,//specials-images.forbesimg.com/imageserve/5a8dfac04bbe6f2652f62cac/416x416.jpg?background=000000&cropX1=99&cropX2=3161&cropY1=120&cropY2=3182,705.0,680.0,3000.0,,,,
1429,Eric Smidt,Smidt,eric-smidt,no-pic,0.0,61.0,hardware stores,Fashion & Retail,M,United States,1639104902515,CA,California,6796.069,423.0,423.0,//specials-images.forbesimg.com/imageserve/59b00d1da7ea434a34f36956/416x416.jpg?background=000000&cropX1=168&cropX2=3712&cropY1=634&cropY2=4180,706.0,680.0,3000.0,,,,
1430,Barry Sternlicht,Sternlicht,barry-sternlicht,barry-sternlicht,-5.508,61.0,private equity,Finance & Investments,M,United States,1639104902515,FL,Florida,4361.508,726.0,726.0,//specials-images.forbesimg.com/imageserve/5e14f03b0bf81b0006c116b5/416x416.jpg?background=000000&cropX1=466&cropX2=1164&cropY1=318&cropY2=1016,707.0,680.0,3000.0,,,,
1431,Suh Kyung-bae,Suh,suh-kyung-bae,suh-kyung-bae,71.476,58.0,cosmetics,Fashion & Retail,M,South Korea,1639104902515,,,2783.753,1199.0,1199.0,//specials-images.forbesimg.com/imageserve/5539280de4b0bacdbd748e4e/416x416.jpg?background=000000&cropX1=19&cropX2=744&cropY1=53&cropY2=778,708.0,680.0,3000.0,"Chairman, Amorepacific",False,,
